filename	first_sentence	second_sentence	label
1-guideline.txt	The EBA agreed with some of these proposals, and their underlying rationale, and has made a number of changes to the GL and related annexes as a result. This includes the requirements in relation to the reporting frequency, which the EBA has changed from a set of data on a quarterly frequency and a more detailed set of data on a yearly frequency to one set of data on a semi-annual frequency. The geographical area, too, has been reduced to the same area for all of the requirements in the GL (with no country-by-country data requirement), and the number of categories of fraudulent transactions to be reported has been reduced from three to two, with fraudulent transactions where the payer is the fraudster now no longer within the scope of the GL. Finally, the fraud types have been aligned across the payment services and instruments. The other requirements proposed in the CP remain unchanged, including the exclusion of account information service providers from the fraud statistics reporting obligations.	The EBA has in addition made particular efforts, together with the ECB, to further align the GL with other similar reporting instruments mentioned by the respondents, in particular with the ECB Regulation on payment statistics (ECB/2013/43) applicable to PSPs within the euro area and the complementary ECB Recommendation on payment statistics (ECB/2013/44) addressed to non-euro area national central banks.	0
1-guideline.txt	The EBA has in addition made particular efforts, together with the ECB, to further align the GL with other similar reporting instruments mentioned by the respondents, in particular with the ECB Regulation on payment statistics (ECB/2013/43) applicable to PSPs within the euro area and the complementary ECB Recommendation on payment statistics (ECB/2013/44) addressed to non-euro area national central banks.	Next steps The GL will be translated into the official EU languages and published on the EBA website. The deadline for CAs to report whether they comply with the GL will be two months after the publication of the translations. The GL will apply from 1 January 2019.	0
1-guideline.txt	Next steps The GL will be translated into the official EU languages and published on the EBA website. The deadline for CAs to report whether they comply with the GL will be two months after the publication of the translations. The GL will apply from 1 January 2019.	                                                                                                   3 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	0
1-guideline.txt	                                                                                                   3 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	2. Abbreviations AISP             Account Information Service Provider ASPSP            Account Servicing Payment Service Provider ATM              Automated Teller Machine CA               Competent Authority BSG              Banking Stakeholder Group CBPII            Card-Based Payment Instruments Issuer CP               Consultation Paper CPMI             Committee on Payments and Market Infrastructures CSC              Common and Secure open standards for Communication EBA              European Banking Authority ECB              European Central Bank EEA              European Economic Area EMD              Electronic Money Directive EMI              Electronic Money Institution ESCB             European System of Central Banks EU               European Union GL               Guidelines MS               Member State(s) PI               Payment Institution PISP             Payment Initiation Service Provider POS              Point Of Sale PSD              Payment Services Directive PSP              Payment Service Provider PSU              Payment Service User RTS              Regulatory Technical Standards SCA              Strong Customer Authentication	0
1-guideline.txt	2. Abbreviations AISP             Account Information Service Provider ASPSP            Account Servicing Payment Service Provider ATM              Automated Teller Machine CA               Competent Authority BSG              Banking Stakeholder Group CBPII            Card-Based Payment Instruments Issuer CP               Consultation Paper CPMI             Committee on Payments and Market Infrastructures CSC              Common and Secure open standards for Communication EBA              European Banking Authority ECB              European Central Bank EEA              European Economic Area EMD              Electronic Money Directive EMI              Electronic Money Institution ESCB             European System of Central Banks EU               European Union GL               Guidelines MS               Member State(s) PI               Payment Institution PISP             Payment Initiation Service Provider POS              Point Of Sale PSD              Payment Services Directive PSP              Payment Service Provider PSU              Payment Service User RTS              Regulatory Technical Standards SCA              Strong Customer Authentication	                                                                      4 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	0
1-guideline.txt	                                                                      4 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	3. Background and rationale	0
1-guideline.txt	3. Background and rationale	3.1 Background	0
1-guideline.txt	3.1 Background	1. Directive (EU) 2015/2366 on payment services in the internal market (Payment Services Directive 2    – PSD2) entered into force on 12 January 2016 and applies since 13 January 2018. One of the    objectives of PSD2 is to ensure the security of electronic payments and ‘to reduce, to the maximum    extent possible, the risk of fraud’ (recital 95).	0
1-guideline.txt	1. Directive (EU) 2015/2366 on payment services in the internal market (Payment Services Directive 2    – PSD2) entered into force on 12 January 2016 and applies since 13 January 2018. One of the    objectives of PSD2 is to ensure the security of electronic payments and ‘to reduce, to the maximum    extent possible, the risk of fraud’ (recital 95).	2. More specifically, Article 96(6) PSD2 provides that ‘Member States shall ensure that payment    service providers provide, at least on an annual basis, statistical data on fraud relating to different    means of payment to their competent authorities (CAs). Those CAs shall provide EBA and the ECB    with such data in an aggregated form’.	0
1-guideline.txt	2. More specifically, Article 96(6) PSD2 provides that ‘Member States shall ensure that payment    service providers provide, at least on an annual basis, statistical data on fraud relating to different    means of payment to their competent authorities (CAs). Those CAs shall provide EBA and the ECB    with such data in an aggregated form’.	3. Not all Member States (MS) currently collect fraud data for all payment instruments, and those    that do tend to use different definitions of what a fraudulent payment transaction is, different    methodologies and/or different data breakdowns. In particular, MS that currently do collect fraud    data either do not cover transactions using all payment instruments or transactions made through    all types of payment service providers (PSPs) within their jurisdiction, or the data categories and/or    level of detail differs.	0
1-guideline.txt	3. Not all Member States (MS) currently collect fraud data for all payment instruments, and those    that do tend to use different definitions of what a fraudulent payment transaction is, different    methodologies and/or different data breakdowns. In particular, MS that currently do collect fraud    data either do not cover transactions using all payment instruments or transactions made through    all types of payment service providers (PSPs) within their jurisdiction, or the data categories and/or    level of detail differs.	4. The European System of Central Banks (ESCB), in its function as overseer of payment schemes and    instruments, collects fraud data too, but those data are limited to card payments and based on    non-legally binding reporting requirements. Additional payment statistics are collected by the ECB,    with the assistance of the euro area national central banks, from euro area PSPs and these include    data on all means of payments but do not, at the moment, include reporting of data related to    fraudulent payment transactions. 1	0
1-guideline.txt	4. The European System of Central Banks (ESCB), in its function as overseer of payment schemes and    instruments, collects fraud data too, but those data are limited to card payments and based on    non-legally binding reporting requirements. Additional payment statistics are collected by the ECB,    with the assistance of the euro area national central banks, from euro area PSPs and these include    data on all means of payments but do not, at the moment, include reporting of data related to    fraudulent payment transactions. 1	5. Against this background, the EBA, in close cooperation with the ECB, has developed two sets of    Guidelines (GL) on fraud data reporting requirements. The two GL aim to ensure that the highlevel provisions in Article 96(6) PSD2 are implemented consistently across the MS of the European    Union (EU) and the European Economic Area (EEA) and that the aggregated data provided to the    EBA and the ECB are comparable and reliable.	0
1-guideline.txt	5. Against this background, the EBA, in close cooperation with the ECB, has developed two sets of    Guidelines (GL) on fraud data reporting requirements. The two GL aim to ensure that the highlevel provisions in Article 96(6) PSD2 are implemented consistently across the MS of the European    Union (EU) and the European Economic Area (EEA) and that the aggregated data provided to the    EBA and the ECB are comparable and reliable.	6. The first set of GL is addressed to PSPs while the second is addressed to CAs. The first set of GL sets    out requirements applicable to all PSPs, with the exception of account information service    providers (AISPs) 2, while the second set of GL sets out requirements on providing data in an    aggregate form to the ECB and the EBA that are applicable to CAs.	0
1-guideline.txt	6. The first set of GL is addressed to PSPs while the second is addressed to CAs. The first set of GL sets    out requirements applicable to all PSPs, with the exception of account information service    providers (AISPs) 2, while the second set of GL sets out requirements on providing data in an    aggregate form to the ECB and the EBA that are applicable to CAs.	7. On 2 August 2017, the EBA published a consultation paper (CP) for a three-month consultation    period. The EBA received 48 responses to the CP representing a wide range of market participants,    including PSPs, merchants and technology service providers.	0
1-guideline.txt	7. On 2 August 2017, the EBA published a consultation paper (CP) for a three-month consultation    period. The EBA received 48 responses to the CP representing a wide range of market participants,    including PSPs, merchants and technology service providers.	1     See ECB Regulation of the European Central Bank of 28 November 2013 on payments statistics, ECB/2013/43 2     PSPs that provide only account information services, but no other payment services, as referred to in Article 33 of PSD2	0
1-guideline.txt	1     See ECB Regulation of the European Central Bank of 28 November 2013 on payments statistics, ECB/2013/43 2     PSPs that provide only account information services, but no other payment services, as referred to in Article 33 of PSD2	                                                                                                                               5 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	0
1-guideline.txt	                                                                                                                               5 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	8. The EBA, in close cooperation with the ECB, has reviewed and assessed the responses, and has    identified in the process approximately 200 different issues or requests for clarification that    respondents had raised. Section 3.2 presents an assessment of the four main concerns that were    raised, while the feedback table in section 5.2 provides an exhaustive and comprehensive    assessment of all of the comments that the EBA received and any changes that the EBA decided to    make to the GL as a result, where applicable. Section 4, in turn, presents the final GL themselves.	0
1-guideline.txt	8. The EBA, in close cooperation with the ECB, has reviewed and assessed the responses, and has    identified in the process approximately 200 different issues or requests for clarification that    respondents had raised. Section 3.2 presents an assessment of the four main concerns that were    raised, while the feedback table in section 5.2 provides an exhaustive and comprehensive    assessment of all of the comments that the EBA received and any changes that the EBA decided to    make to the GL as a result, where applicable. Section 4, in turn, presents the final GL themselves.	    3.2 Rationale	0
1-guideline.txt	    3.2 Rationale	9. Overall, the respondents supported the EBA developing these GL to provide a consistent approach    and a level-playing field for all PSPs across all MS.	0
1-guideline.txt	9. Overall, the respondents supported the EBA developing these GL to provide a consistent approach    and a level-playing field for all PSPs across all MS.	10. The main concerns that arose during the consultation and that resulted in the EBA making changes     to the GL related to: (1) the objectives and the alignment with other instruments, (2) the categories     of fraudulent transactions to be reported, (3) the scope and addressees of the GL and (4) the     reporting burden (regarding frequency, application date and detailed data breakdown).	0
1-guideline.txt	10. The main concerns that arose during the consultation and that resulted in the EBA making changes     to the GL related to: (1) the objectives and the alignment with other instruments, (2) the categories     of fraudulent transactions to be reported, (3) the scope and addressees of the GL and (4) the     reporting burden (regarding frequency, application date and detailed data breakdown).	Objectives and the alignment with other instruments	0
1-guideline.txt	Objectives and the alignment with other instruments	11. The respondents generally agreed with the objectives listed in the CP but stated that it was unclear     whether a direct link between these GL and the Regulatory technical standards on strong customer     authentication and common and secure open standards for communication (RTS on SCA and CSC)     existed or not. Some supported such a link while others did not, putting forward arguments     accordingly.	0
1-guideline.txt	11. The respondents generally agreed with the objectives listed in the CP but stated that it was unclear     whether a direct link between these GL and the Regulatory technical standards on strong customer     authentication and common and secure open standards for communication (RTS on SCA and CSC)     existed or not. Some supported such a link while others did not, putting forward arguments     accordingly.	12. The EBA considered these arguments and arrived at the view that the GL are a tool for supervisors     to monitor compliance with PSD2 itself and the technical standards and GL that the EBA has     developed in support of the directive, including the RTS on SCA and CSC. Most of the respondents     who raised this issue specifically queried whether or not there was a link between the GL and the     calculation of the fraud rate for the purpose of the transaction-risk analysis (TRA) exemption under     Article 18 of the RTS on SCA and CSC. The EBA clarifies that the GL and the RTS on SCA and CSC are     aligned to the extent that the same two categories included in the reporting for the purpose of the     EBA GL, namely unauthorised transactions and transactions as a result of the manipulation of the     payer, should be used to calculate the fraud rate as explained in paragraph 46 of the EBA Opinion     published on 13 June 2018.	0
1-guideline.txt	12. The EBA considered these arguments and arrived at the view that the GL are a tool for supervisors     to monitor compliance with PSD2 itself and the technical standards and GL that the EBA has     developed in support of the directive, including the RTS on SCA and CSC. Most of the respondents     who raised this issue specifically queried whether or not there was a link between the GL and the     calculation of the fraud rate for the purpose of the transaction-risk analysis (TRA) exemption under     Article 18 of the RTS on SCA and CSC. The EBA clarifies that the GL and the RTS on SCA and CSC are     aligned to the extent that the same two categories included in the reporting for the purpose of the     EBA GL, namely unauthorised transactions and transactions as a result of the manipulation of the     payer, should be used to calculate the fraud rate as explained in paragraph 46 of the EBA Opinion     published on 13 June 2018.	13. In addition, a number of respondents queried the link between the EBA GL and the ECB Regulation     on payment statistics (ECB/2013/43). On the basis of Article 96(6) PSD2, which refers to both the     ECB and the EBA, the objectives of the draft GL included an objective for the ESCB oversight of     payment schemes and instruments. In parallel, the ECB is currently reviewing its Regulation and     has for that purpose conducted a fact-finding exercise. This review is exploring, inter alia, whether     the scope of the Regulation can be extended to include fraud statistics to serve the ESCB’s     oversight function. In view of this development, the EBA has concluded that the EBA GL should be     primarily a tool for the purpose of supervision and that therefore the data required to be reported     should be suitable and necessary for those purposes. As a result, the EBA GL no longer require the     reporting of data that are solely relevant for oversight purposes.	0
	13. In addition, a number of respondents queried the link between the EBA GL and the ECB Regulation     on payment statistics (ECB/2013/43). On the basis of Article 96(6) PSD2, which refers to both the     ECB and the EBA, the objectives of the draft GL included an objective for the ESCB oversight of     payment schemes and instruments. In parallel, the ECB is currently reviewing its Regulation and     has for that purpose conducted a fact-finding exercise. This review is exploring, inter alia, whether     the scope of the Regulation can be extended to include fraud statistics to serve the ESCB’s     oversight function. In view of this development, the EBA has concluded that the EBA GL should be     primarily a tool for the purpose of supervision and that therefore the data required to be reported     should be suitable and necessary for those purposes. As a result, the EBA GL no longer require the     reporting of data that are solely relevant for oversight purposes.	                                                                                                       6 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	0
1-guideline.txt	                                                                                                       6 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	14. This means that it is envisaged that the regulatory requirements related to fraud reporting consist     of two components: (i) the EBA GL, which focus on the reporting of data that are relevant mostly     for supervisory purposes, which will become applicable from January 2019 and (ii) an appropriate     ESCB regulatory tool to outline oversight-only reporting requirements for fraud data on means of     payment (e.g. potentially a revised ECB Regulation on payment statistics).	0
1-guideline.txt	14. This means that it is envisaged that the regulatory requirements related to fraud reporting consist     of two components: (i) the EBA GL, which focus on the reporting of data that are relevant mostly     for supervisory purposes, which will become applicable from January 2019 and (ii) an appropriate     ESCB regulatory tool to outline oversight-only reporting requirements for fraud data on means of     payment (e.g. potentially a revised ECB Regulation on payment statistics).	15. The EBA, in close cooperation with the ECB, has endeavoured to ensure that the methodology,     definitions, fraud types and categories that are specified in the EBA GL when requiring reporting     of the same payment data are consistent with other reporting instruments (e.g. the ECB Regulation     on payment statistics), thus minimising the reporting burden on PSPs.	0
1-guideline.txt	15. The EBA, in close cooperation with the ECB, has endeavoured to ensure that the methodology,     definitions, fraud types and categories that are specified in the EBA GL when requiring reporting     of the same payment data are consistent with other reporting instruments (e.g. the ECB Regulation     on payment statistics), thus minimising the reporting burden on PSPs.	16. The EBA may wish at a later stage to publish aggregate and anonymised statistical data (i.e. not     containing any confidential information).	0
1-guideline.txt	16. The EBA may wish at a later stage to publish aggregate and anonymised statistical data (i.e. not     containing any confidential information).	Categories of fraudulent transactions to be reported	0
1-guideline.txt	Categories of fraudulent transactions to be reported	17. Some respondents disagreed with the inclusion of ‘manipulation of the payer’ and ‘payer acting     fraudulently’ in addition to ‘unauthorised transactions’ within the total of ‘fraudulent payment     transactions’, arguing that these data were unreliable or that such fraud was not within the control     of PSPs and therefore should not be reported by them. The EBA considered these arguments and     arrived at the view that, while it is important to have a complete and accurate picture of payment     fraud, fraud that is completely outside of the control of PSPs should not be included, as it is of     limited relevance and interest to the supervisors of PSPs (although it may be relevant for other     authorities, including law enforcement). The EBA has therefore concluded that the category ‘payer     acting fraudulently’ should be excluded.	0
1-guideline.txt	17. Some respondents disagreed with the inclusion of ‘manipulation of the payer’ and ‘payer acting     fraudulently’ in addition to ‘unauthorised transactions’ within the total of ‘fraudulent payment     transactions’, arguing that these data were unreliable or that such fraud was not within the control     of PSPs and therefore should not be reported by them. The EBA considered these arguments and     arrived at the view that, while it is important to have a complete and accurate picture of payment     fraud, fraud that is completely outside of the control of PSPs should not be included, as it is of     limited relevance and interest to the supervisors of PSPs (although it may be relevant for other     authorities, including law enforcement). The EBA has therefore concluded that the category ‘payer     acting fraudulently’ should be excluded.	18. By contrast, and although the reporting of data under the category of ‘fraud by manipulation of     the payer’ may not be completely reliable yet, the EBA is of the view that such fraud cases are     caused by a third party manipulating a payer into making a payment and that it is, at least partially,     the responsibility of the PSP to identify any such potential case. This is particularly the case with     regard to the use of transaction monitoring systems, and in particular TRA. This is of particular     concern to the EBA, given that this type of fraud has significantly increased in recent years,     suggesting that fraudsters may be shifting to this modus operandi. Therefore PSPs and CAs will     need to report data to this category alongside data in the category of unauthorised transactions.	0
1-guideline.txt	18. By contrast, and although the reporting of data under the category of ‘fraud by manipulation of     the payer’ may not be completely reliable yet, the EBA is of the view that such fraud cases are     caused by a third party manipulating a payer into making a payment and that it is, at least partially,     the responsibility of the PSP to identify any such potential case. This is particularly the case with     regard to the use of transaction monitoring systems, and in particular TRA. This is of particular     concern to the EBA, given that this type of fraud has significantly increased in recent years,     suggesting that fraudsters may be shifting to this modus operandi. Therefore PSPs and CAs will     need to report data to this category alongside data in the category of unauthorised transactions.	19. In addition, and in line with suggestions from a number of respondents, the two categories     mentioned above have been aligned with fraud types and sub-types detailed in Annex 2.	0
1-guideline.txt	19. In addition, and in line with suggestions from a number of respondents, the two categories     mentioned above have been aligned with fraud types and sub-types detailed in Annex 2.	20. Regarding the reporting of fraudulent payment transactions in the context of direct debits, the     EBA clarifies that refunds under eight weeks should not be automatically reported, as they do not     always indicate fraud cases; such transactions should be reported only if they were subject to fraud     and the reporting PSP was aware that this was the case, without implying any legal obligation to     ask the payment service user whether this was the case.	0
	20. Regarding the reporting of fraudulent payment transactions in the context of direct debits, the     EBA clarifies that refunds under eight weeks should not be automatically reported, as they do not     always indicate fraud cases; such transactions should be reported only if they were subject to fraud     and the reporting PSP was aware that this was the case, without implying any legal obligation to     ask the payment service user whether this was the case.	Scope and addressees	0
1-guideline.txt	Scope and addressees	                                                                                                        7 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	0
1-guideline.txt	                                                                                                        7 FINAL REPORT ON FRAUD REPORTING GUIDELINES UNDER PSD2	21. A significant number of respondents disagreed with the proposal in the CP not to include registered     AISPs. Some respondents suggested that these providers should also be monitoring fraud and that,     as new providers, it was important for them to report. However, most respondents agreed that     these providers could not report any fraudulent payment transactions data and that including     them would therefore require a change in the scope of the GL, which is limited to fraudulent     payment transactions.	0
1-guideline.txt	21. A significant number of respondents disagreed with the proposal in the CP not to include registered     AISPs. Some respondents suggested that these providers should also be monitoring fraud and that,     as new providers, it was important for them to report. However, most respondents agreed that     these providers could not report any fraudulent payment transactions data and that including     them would therefore require a change in the scope of the GL, which is limited to fraudulent     payment transactions.	22. Having assessed these responses, the EBA remains of the view that, for the purpose of these GL,     registered AISPs remain excluded from the requirement to report on ‘means of payment’ in     accordance with Article 96(6) PSD2. For overall supervisory purposes, statistical data from     registered AISPs may be relevant to CAs, independently from this reporting.	0
1-guideline.txt	22. Having assessed these responses, the EBA remains of the view that, for the purpose of these GL,     registered AISPs remain excluded from the requirement to report on ‘means of payment’ in     accordance with Article 96(6) PSD2. For overall supervisory purposes, statistical data from     registered AISPs may be relevant to CAs, independently from this reporting.	23. When developing the CP, the EBA had not specifically considered card-based payment instrument     issuers (CBPIIs). Having assessed the responses received and having considered the business     models of CBPIIs, the EBA has concluded that CBPIIs, too, should report under the card issuer Data     Breakdowns C and E in Annex 2 of the GL.	0
1-guideline.txt	23. When developing the CP, the EBA had not specifically considered card-based payment instrument     issuers (CBPIIs). Having assessed the responses received and having considered the business     models of CBPIIs, the EBA has concluded that CBPIIs, too, should report under the card issuer Data     Breakdowns C and E in Annex 2 of the GL.	24. A number of respondents also queried if sub-acquirers or acquirers should report. Again, the EBA     has assessed the responses received and has concluded that the acquirer that has the contract     with the payment service user is the one required to report the transaction and that transactions     should be reported under Data Breakdown D on card acquiring.	0
1-guideline.txt	24. A number of respondents also queried if sub-acquirers or acquirers should report. Again, the EBA     has assessed the responses received and has concluded that the acquirer that has the contract     with the payment service user is the one required to report the transaction and that transactions     should be reported under Data Breakdown D on card acquiring.	25. With regard to the scope of the GL, the draft CP included both gross and net fraud. Many     respondents were critical of the inclusion of net fraud. They criticised the definition used as well     as questioning the practical implementation and raising methodological issues related to     calculating net fraud figures. Many of these respondents also disagreed that the inclusion of net     fraud would provide CAs, the EBA and the ECB with the information they sought, namely where     the responsibility lay and consequently who had borne the losses. They also suggested it was more     a prudential measure than a data reporting one, and therefore not relevant to these GL.	0